id,OpenStatus
11768878,0.518258615196
11768880,0.446346485158
11803678,0.515844685672
11803496,0.446723033444
11803700,0.637795328407
11927241,0.485435310679
11927226,0.612578873469
11927247,0.442032322741
11927248,0.556770326735
11927254,0.467853469703
11927261,0.97093996775
11927266,0.610266091315
11809029,0.405246475425
11809034,0.51704325435
11809035,0.530622968813
11809044,0.448370608802
11809047,0.673382487113
11809048,0.457325896797
11809049,0.607960647503
11809051,0.577939907921
11809056,0.54477797523
11809052,0.504338828829
11809053,0.399186301385
11898534,0.446374740357
11898542,0.569199911067
11898548,0.577228418586
11898550,0.569628298288
11898552,0.536829515608
11898553,0.728997437276
11863414,0.409417409208
11863330,0.432670203318
11863389,0.568833471167
11863421,0.432072664736
11863423,0.608389826454
11863424,0.58740268246
11863427,0.41476824372
11863431,0.569040582328
11863433,0.522471253921
11863434,0.669392811917
11939654,0.652464920274
11939656,0.566239034658
11939748,0.391884998155
11939751,0.466152532843
11939693,0.502108971933
11939736,0.662495647488
11939761,0.801438500071
11939699,0.584635686454
11939765,0.776887306837
11939767,0.49771877014
11939768,0.48282249018
11809062,0.396747375556
11809073,0.467434393688
11809074,0.447888594881
11809075,0.465473865938
11809063,0.391548596695
11809077,0.449630608855
11809082,0.496957617055
11809092,0.418868614787
11874674,0.64433324486
11873618,0.413194918788
11874662,0.534857848008
11874681,0.594648318015
11874684,0.519545518738
11874689,0.684572953985
11803716,0.693880869431
11803717,0.411296474699
11803718,0.518654163565
11803719,0.554226535383
11791546,0.616188963154
11803706,0.595328097881
11803721,0.747832516646
11803722,0.696757213829
11803723,0.44334820757
11803012,0.382395030483
11863435,0.47988355685
11863448,0.614213334428
11863450,0.594897526837
11863454,0.610507584129
11863457,0.423609261771
11863459,0.565468325129
11863460,0.581527171162
11809098,0.404366479608
11809099,0.519807882709
11809105,0.443671850891
11809106,0.433805413155
11809111,0.423901782222
11809093,0.796250755781
11809116,0.496585474196
11808971,0.59287826111
11898559,0.499180225618
11898473,0.4438322746
11898459,0.553466889019
11898566,0.399120976444
11898574,0.412930115185
11898576,0.469348293427
11898578,0.699586120175
11898579,0.701793558643
11803726,0.472635780147
11803727,0.512304278656
11803732,0.494693572913
11803738,0.474138831675
11803744,0.428811705082
11803745,0.422193676355
11809124,0.461067291059
11809130,0.585641252148
11809133,0.406584912545
11809135,0.563612301162
11809126,0.48494713883
11809129,0.701531571728
11808978,0.721487836004
11809142,0.459422233491
11863416,0.645214751746
11863469,0.474156171399
11863476,0.470614889358
11863477,0.455768473715
11863483,0.732199253153
11863485,0.61109625303
11863488,0.495900596197
11809151,0.672313497794
11809153,0.593765587541
11809157,0.59367929528
11809158,0.465687788373
11809149,0.627139905712
11809162,0.488574192491
11809163,0.606391804412
11809166,0.441320937461
11809170,0.64238467895
11809176,0.416649230748
11809177,0.535897368024
11803749,0.388619180776
11803751,0.500984300805
11803752,0.411673029986
11803754,0.483839988391
11803755,0.869464325847
11803757,0.465872007463
11803758,0.413833869834
11803710,0.464122670712
11803712,0.422458893527
11803648,0.488627105782
11802646,0.558738221048
11916276,0.622725202856
11916277,0.509507720181
11916282,0.587928867165
11809087,0.48599671302
11809090,0.680086542734
11809181,0.540246573178
11808703,0.420389403
11809185,0.493247404278
11809188,0.565735689475
11898589,0.466548435294
11898590,0.518029128833
11898592,0.508994299806
11898596,0.778030056546
11898597,0.608204115415
11898598,0.406532697583
11898605,0.448756204164
11898614,0.461304501772
11898616,0.454001795347
11863491,0.496991990775
11863496,0.486670652472
11863498,0.736973490058
11863499,0.545047161341
11863502,0.528003204928
11863503,0.38602599964
11863474,0.560364177607
11863475,0.525288160836
11863504,0.504671898579
11809140,0.489476902877
11809141,0.703304522769
11809189,0.642892700283
11809190,0.393063548216
11809191,0.486437605283
11809192,0.519214098513
11809195,0.494500343324
11809204,0.45476994274
11809205,0.443439327107
11803767,0.676512060672
11803760,0.74161943906
11803774,0.421348545652
11803782,0.599250552529
11803784,0.669698994319
11803785,0.428811705082
11803789,0.87648027375
11803791,0.470002136701
11803793,0.498788682411
11863509,0.414410892411
11863510,0.506124161775
11863512,0.713900100806
11863093,0.661747551199
11863092,0.535152858243
11863516,0.642321490836
11863518,0.641521011352
11863519,0.436270249252
11863493,0.461537964966
11862468,0.547540246604
11809206,0.553934270466
11809207,0.401777517125
11809219,0.73242073731
11809220,0.581315725065
11809225,0.552974632995
11809226,0.454121481986
11863524,0.415530013504
11863527,0.487285232422
11863114,0.399186301385
11863115,0.631509747034
11856966,0.623427235929
11856969,0.445678053952
11856970,0.445570006691
11863528,0.441382930461
11863530,0.503404528024
11863536,0.453905099054
11863537,0.642561145869
11863544,0.448863443583
11863545,0.512132905219
11863547,0.724296980661
11898622,0.599915016351
11898608,0.464015801092
11898611,0.499879148733
11898627,0.617323659873
11898629,0.451034953693
11898631,0.438812598706
11898560,0.417211179997
11898561,0.554742589555
11898562,0.451794924152
11898532,0.713421498681
11898533,0.734325104024
11898634,0.48757595993
11898635,0.574201675509
11863540,0.57505297848
11863552,0.503732717059
11863556,0.600283259054
11863557,0.580710551154
11863562,0.458296576404
11863566,0.499952238556
11863568,0.68459645308
11863570,0.642580446918
11863571,0.414131330498
11863573,0.428811705082
11863337,0.516027259632
11863575,0.485993409941
11863576,0.582290728868
11863578,0.404079074429
11809231,0.442655998786
11809233,0.622775625039
11809240,0.555342546275
11809241,0.456429542299
11809242,0.441320937461
11809243,0.441578864558
11809246,0.474459590037
11809251,0.427804038978
11898569,0.408990994208
11898637,0.641801742455
11898647,0.701619994523
11898648,0.522747491066
11898651,0.589570949526
11898411,0.494326807942
11927273,0.437604051157
11921332,0.460533290042
11927269,0.454978535944
11927277,0.482756240503
11927278,0.550073265751
11927279,0.474156171399
11927142,0.437932312558
11927283,0.47869584033
11927286,0.487455783068
11927294,0.648863923287
11927123,0.449976959121
11927297,0.436200768867
11927298,0.567569149059
11927307,0.501692619465
11927309,0.752330516071
11927310,0.404287705242
11927311,0.742070261115
11927314,0.410247557045
11927315,0.444676277119
11925725,0.661982780235
11925726,0.650897868909
11927316,0.544533119403
11927288,0.401630238194
11927319,0.474156171399
11927321,0.499310529232
11927324,0.558632545328
11927325,0.493950829961
11927326,0.589029847356
11927336,0.562907936065
11927338,0.406532697583
11927339,0.787151326823
11927343,0.500418745071
11809263,0.544298917501
11809264,0.561243559786
11809265,0.662673988131
11809266,0.421348545652
11809267,0.53158806237
11809268,0.491948182749
11809270,0.643292985537
11927347,0.440126310663
11927351,0.534863911795
11927357,0.530097677145
11927359,0.456222667552
11927360,0.484317903129
11927327,0.493532636628
11898657,0.55449105389
11898536,0.491837601918
11898537,0.423420457639
11898538,0.463493720944
11898663,0.607089756583
11898672,0.418437772642
11898673,0.466117064759
11898674,0.425746158818
11898678,0.545540826922
11863580,0.426320210626
11863581,0.38851785194
11863582,0.566969005331
11861926,0.479276048616
11861927,0.545847221729
11861928,0.59446883213
11863590,0.419990731422
11863595,0.489891228283
11939774,0.474364956168
11939779,0.461520292084
11939780,0.681469310386
11924355,0.565246348589
11924358,0.479770870133
11939498,0.45271455467
11939776,0.59916577455
11927362,0.534846415055
11926305,0.488484442208
11926306,0.617024076777
